Ep: 20/200, iter: 1/468, total_iters: 8893, s_err: 0.0066, d_err: 0.6965, alpha: 0.4422
Ep: 20/200, iter: 51/468, total_iters: 8943, s_err: 0.0020, d_err: 0.6772, alpha: 0.4444
Ep: 20/200, iter: 101/468, total_iters: 8993, s_err: 0.0103, d_err: 0.6729, alpha: 0.4465
Ep: 20/200, iter: 151/468, total_iters: 9043, s_err: 0.0097, d_err: 0.6819, alpha: 0.4487
Ep: 20/200, iter: 201/468, total_iters: 9093, s_err: 0.0306, d_err: 0.6829, alpha: 0.4508
Ep: 20/200, iter: 251/468, total_iters: 9143, s_err: 0.0028, d_err: 0.6527, alpha: 0.4529
Ep: 20/200, iter: 301/468, total_iters: 9193, s_err: 0.0059, d_err: 0.6591, alpha: 0.4550
Ep: 20/200, iter: 351/468, total_iters: 9243, s_err: 0.0085, d_err: 0.6688, alpha: 0.4571
Ep: 20/200, iter: 401/468, total_iters: 9293, s_err: 0.0109, d_err: 0.6776, alpha: 0.4593
Ep: 20/200, iter: 451/468, total_iters: 9343, s_err: 0.0015, d_err: 0.6513, alpha: 0.4614
Ep: 20/200, iter: 468/468, total_iters: 9360, s_err: 0.0582, d_err: 0.6574, alpha: 0.4621
Target test acc: 57.54
[[ 600   60  160    2   41    0   18    3   82   14]
 [   0 1051   26    2   10    2    0   44    0    0]
 [  27   25  654  115   52   27    2   62   50   18]
 [   3   23   31  745    8  113    4    7   39   37]
 [  18   59   88   14  778    1    1    9    1   13]
 [   1   11    4   71   56  688   30    1    7   23]
 [ 109  192   60    6  210    6  278    9   60   28]
 [   3  190  123   14   58   32   17  557    7   27]
 [   3   96   84  376   15   43   52   13  249   43]
 [  15  181  114   27  415   32    5   33   33  154]]
Ep: 21/200, iter: 1/468, total_iters: 9361, s_err: 0.0061, d_err: 0.6801, alpha: 0.4621
Ep: 21/200, iter: 51/468, total_iters: 9411, s_err: 0.0023, d_err: 0.6803, alpha: 0.4642
Ep: 21/200, iter: 101/468, total_iters: 9461, s_err: 0.0229, d_err: 0.6776, alpha: 0.4663
Ep: 21/200, iter: 151/468, total_iters: 9511, s_err: 0.0039, d_err: 0.6836, alpha: 0.4684
Ep: 21/200, iter: 201/468, total_iters: 9561, s_err: 0.0038, d_err: 0.6827, alpha: 0.4705
Ep: 21/200, iter: 251/468, total_iters: 9611, s_err: 0.0154, d_err: 0.6735, alpha: 0.4726
Ep: 21/200, iter: 301/468, total_iters: 9661, s_err: 0.0013, d_err: 0.6807, alpha: 0.4746
